År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2025;19 80;VÄSTERÅS;VÄSTERÅS-BARKARÖ FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;VÄSTERÅS DOMKYRKOFÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;VÄSTERÅS LUNDBY FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 80;VÄSTERÅS;ÖNSTA FÖRSAMLING;32.493;31.533;20.36;10.88;0.293;0.96
2025;19 81;SALA;KUMLA, TÄRNA OCH KILA FÖRSAMLING;34.973;33.483;22.31;10.88;0.293;1.49
2025;19 81;SALA;MÖKLINTA FÖRSAMLING;34.513;33.483;22.31;10.88;0.293;1.03
2025;19 81;SALA;NORRBY FÖRSAMLING;34.513;33.483;22.31;10.88;0.293;1.03
2025;19 81;SALA;SALA FÖRSAMLING;34.513;33.483;22.31;10.88;0.293;1.03
2025;19 81;SALA;VÄSTERFÄRNEBO-FLÄCKEBO FÖRSAMLING;34.973;33.483;22.31;10.88;0.293;1.49
2025;19 82;FAGERSTA;VÄSTANFORS-VÄSTERVÅLA FÖRSAMLING;34.493;33.283;22.11;10.88;0.293;1.21
2025;19 83;KÖPING;KÖPINGSBYGDENS FÖRSAMLING;34.383;33.333;22.16;10.88;0.293;1.05
2025;19 83;KÖPING;MALMA FÖRSAMLING;34.383;33.333;22.16;10.88;0.293;1.05
2025;19 84;ARBOGA;ARBOGABYGDENS FÖRSAMLING;34.893;33.583;22.41;10.88;0.293;1.31
2025;20 21;VANSBRO;JÄRNA MED NÅS OCH ÄPPELBO FÖRSAMLING;35.903;34.573;22.29;11.99;0.293;1.33
2025;20 23;MALUNG-SÄLEN;LIMA-TRANSTRANDS FÖRSAMLING;36.223;34.843;22.56;11.99;0.293;1.38
2025;20 23;MALUNG-SÄLEN;MALUNGS FÖRSAMLING;36.053;34.843;22.56;11.99;0.293;1.21
2025;20 26;GAGNEF;FLODA FÖRSAMLING;35.793;34.563;22.28;11.99;0.293;1.23
2025;20 26;GAGNEF;GAGNEFS FÖRSAMLING;35.793;34.563;22.28;11.99;0.293;1.23
2025;20 26;GAGNEF;MOCKFJÄRDS FÖRSAMLING;35.793;34.563;22.28;11.99;0.293;1.23
2025;20 29;LEKSAND;DJURA FÖRSAMLING;35.453;34.093;21.81;11.99;0.293;1.36
2025;20 29;LEKSAND;LEKSANDS FÖRSAMLING;35.453;34.093;21.81;11.99;0.293;1.36
2025;20 29;LEKSAND;SILJANSNÄS FÖRSAMLING;35.453;34.093;21.81;11.99;0.293;1.36
2025;20 29;LEKSAND;ÅHLS FÖRSAMLING;35.453;34.093;21.81;11.99;0.293;1.36
2025;20 31;RÄTTVIK;BODA FÖRSAMLING;35.413;34.093;21.81;11.99;0.293;1.32
2025;20 31;RÄTTVIK;ORE FÖRSAMLING;35.413;34.093;21.81;11.99;0.293;1.32
2025;20 31;RÄTTVIK;RÄTTVIKS FÖRSAMLING;35.413;34.093;21.81;11.99;0.293;1.32
2025;20 34;ORSA;ORSA FÖRSAMLING;35.973;34.593;22.31;11.99;0.293;1.38
2025;20 39;ÄLVDALEN;IDRE-SÄRNA FÖRSAMLING;36.783;35.063;22.78;11.99;0.293;1.72
2025;20 39;ÄLVDALEN;ÄLVDALENS FÖRSAMLING;36.593;35.063;22.78;11.99;0.293;1.53
2025;20 61;SMEDJEBACKEN;NORRBÄRKE FÖRSAMLING;35.961;34.733;22.45;11.99;0.293;1.228
2025;20 61;SMEDJEBACKEN;SÖDERBÄRKE FÖRSAMLING;35.961;34.733;22.45;11.99;0.293;1.228
2025;20 62;MORA;MORA FÖRSAMLING;35.743;34.613;22.33;11.99;0.293;1.13
2025;20 80;FALUN;ASPEBODA FÖRSAMLING;35.353;34.343;22.06;11.99;0.293;1.01
2025;20 80;FALUN;BJURSÅS FÖRSAMLING;35.573;34.343;22.06;11.99;0.293;1.23
2025;20 80;FALUN;ENVIKENS FÖRSAMLING;35.643;34.343;22.06;11.99;0.293;1.3
2025;20 80;FALUN;FALU KRISTINE FÖRSAMLING;35.353;34.343;22.06;11.99;0.293;1.01
2025;20 80;FALUN;GRYCKSBO FÖRSAMLING;35.353;34.343;22.06;11.99;0.293;1.01
2025;20 80;FALUN;STORA KOPPARBERGS FÖRSAMLING;35.353;34.343;22.06;11.99;0.293;1.01
2025;20 80;FALUN;SUNDBORNS FÖRSAMLING;35.643;34.343;22.06;11.99;0.293;1.3
2025;20 80;FALUN;SVÄRDSJÖ FÖRSAMLING;35.643;34.343;22.06;11.99;0.293;1.3
2025;20 80;FALUN;VIKA-HOSJÖ FÖRSAMLING;35.353;34.343;22.06;11.99;0.293;1.01
2025;20 81;BORLÄNGE;STORA TUNA FÖRSAMLING;35.573;34.693;22.41;11.99;0.293;0.88
2025;20 81;BORLÄNGE;TORSÅNGS FÖRSAMLING;35.573;34.693;22.41;11.99;0.293;0.88
2025;20 82;SÄTER;SÄTERBYGDENS FÖRSAMLING;35.893;34.593;22.31;11.99;0.293;1.3
2025;20 83;HEDEMORA;HEDEMORA, HUSBY OCH GARPENBERGS FÖRSAMLING;35.793;34.443;22.16;11.99;0.293;1.35
2025;20 84;AVESTA;AVESTA FÖRSAMLING;35.413;34.243;21.96;11.99;0.293;1.17
2025;20 84;AVESTA;BY FÖRSAMLING;35.523;34.243;21.96;11.99;0.293;1.28
2025;20 84;AVESTA;FOLKÄRNA FÖRSAMLING;35.523;34.243;21.96;11.99;0.293;1.28
2025;20 84;AVESTA;GRYTNÄS FÖRSAMLING;35.413;34.243;21.96;11.99;0.293;1.17
2025;20 85;LUDVIKA;GRÄNGE-SÄFSNÄS FÖRSAMLING;35.603;34.343;22.06;11.99;0.293;1.26
2025;20 85;LUDVIKA;LUDVIKA FÖRSAMLING;35.393;34.343;22.06;11.99;0.293;1.05
2025;21 01;OCKELBO;OCKELBO FÖRSAMLING;35.773;34.563;22.76;11.51;0.293;1.21
2025;21 04;HOFORS;HOFORS FÖRSAMLING;35.863;34.663;22.86;11.51;0.293;1.2
2025;21 04;HOFORS;TORSÅKERS FÖRSAMLING;35.993;34.663;22.86;11.51;0.293;1.33
2025;21 21;OVANÅKER;ALFTA-OVANÅKERS FÖRSAMLING;34.873;33.663;21.86;11.51;0.293;1.21
2025;21 32;NORDANSTIG;BERGSJÖ FÖRSAMLING;35.573;34.313;22.51;11.51;0.293;1.26
2025;21 32;NORDANSTIG;NORDANSTIGSKUSTENS FÖRSAMLING;35.603;34.313;22.51;11.51;0.293;1.29
2025;21 61;LJUSDAL;FÄRILA-KÅRBÖLE FÖRSAMLING;35.273;34.163;22.36;11.51;0.293;1.11
2025;21 61;LJUSDAL;JÄRVSÖ FÖRSAMLING;35.273;34.163;22.36;11.51;0.293;1.11
2025;21 61;LJUSDAL;LJUSDAL-RAMSJÖ FÖRSAMLING;35.273;34.163;22.36;11.51;0.293;1.11
2025;21 61;LJUSDAL;LOS-HAMRA FÖRSAMLING;35.273;34.163;22.36;11.51;0.293;1.11
2025;21 80;GÄVLE;GÄVLE FÖRSAMLING;35.033;34.063;22.26;11.51;0.293;0.97
2025;21 80;GÄVLE;HAMRÅNGE FÖRSAMLING;35.174;34.063;22.26;11.51;0.293;1.111
2025;21 80;GÄVLE;HEDESUNDA FÖRSAMLING;34.963;34.063;22.26;11.51;0.293;0.9
2025;21 80;GÄVLE;HILLE FÖRSAMLING;35.174;34.063;22.26;11.51;0.293;1.111
2025;21 80;GÄVLE;VALBO FÖRSAMLING;34.963;34.063;22.26;11.51;0.293;0.9
2025;21 81;SANDVIKEN;JÄRBO FÖRSAMLING;34.603;33.413;21.61;11.51;0.293;1.19
2025;21 81;SANDVIKEN;OVANSJÖ FÖRSAMLING;34.603;33.413;21.61;11.51;0.293;1.19
2025;21 81;SANDVIKEN;SANDVIKENS FÖRSAMLING;34.543;33.413;21.61;11.51;0.293;1.13
2025;21 81;SANDVIKEN;ÅRSUNDA-ÖSTERFÄRNEBO FÖRSAMLING;34.543;33.413;21.61;11.51;0.293;1.13
2025;21 82;SÖDERHAMN;LJUSNE FÖRSAMLING;34.623;33.463;21.66;11.51;0.293;1.16
2025;21 82;SÖDERHAMN;MO-BERGVIKS FÖRSAMLING;34.623;33.463;21.66;11.51;0.293;1.16
2025;21 82;SÖDERHAMN;NORRALA-TRÖNÖ FÖRSAMLING;34.503;33.463;21.66;11.51;0.293;1.04
2025;21 82;SÖDERHAMN;SKOGS FÖRSAMLING;34.623;33.463;21.66;11.51;0.293;1.16
2025;21 82;SÖDERHAMN;SÖDERALA FÖRSAMLING;34.623;33.463;21.66;11.51;0.293;1.16
2025;21 82;SÖDERHAMN;SÖDERHAMN-SANDARNE FÖRSAMLING;34.553;33.463;21.66;11.51;0.293;1.09
2025;21 83;BOLLNÄS;ARBRÅ-UNDERSVIKS FÖRSAMLING;34.683;33.663;21.86;11.51;0.293;1.02
2025;21 83;BOLLNÄS;BOLLNÄS FÖRSAMLING;34.683;33.663;21.86;11.51;0.293;1.02
2025;21 83;BOLLNÄS;HANEBO-SEGERSTA FÖRSAMLING;34.683;33.663;21.86;11.51;0.293;1.02
2025;21 83;BOLLNÄS;RENGSJÖ FÖRSAMLING;34.683;33.663;21.86;11.51;0.293;1.02
2025;21 84;HUDIKSVALL;BJURÅKER-NORRBO FÖRSAMLING;34.571;33.413;21.61;11.51;0.293;1.158
2025;21 84;HUDIKSVALL;DELSBO FÖRSAMLING;34.571;33.413;21.61;11.51;0.293;1.158
2025;21 84;HUDIKSVALL;ENÅNGER-NJUTÅNGERS FÖRSAMLING;34.563;33.413;21.61;11.51;0.293;1.15
2025;21 84;HUDIKSVALL;FORSA-HÖGS FÖRSAMLING;34.513;33.413;21.61;11.51;0.293;1.1
2025;21 84;HUDIKSVALL;HUDIKSVALLSBYGDENS FÖRSAMLING;34.346;33.413;21.61;11.51;0.293;0.933
2025;22 60;ÅNGE;BORGSJÖ-HAVERÖ FÖRSAMLING;36.313;34.913;23.33;11.29;0.293;1.4
2025;22 60;ÅNGE;TORPS FÖRSAMLING;36.313;34.913;23.33;11.29;0.293;1.4
2025;22 62;TIMRÅ;HÄSSJÖ FÖRSAMLING;36.063;34.773;23.19;11.29;0.293;1.29
2025;22 62;TIMRÅ;LJUSTORPS FÖRSAMLING;36.063;34.773;23.19;11.29;0.293;1.29
2025;22 62;TIMRÅ;TIMRÅ FÖRSAMLING;36.063;34.773;23.19;11.29;0.293;1.29
2025;22 62;TIMRÅ;TYNDERÖ FÖRSAMLING;36.063;34.773;23.19;11.29;0.293;1.29
2025;22 80;HÄRNÖSAND;HEMSÖ FÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 80;HÄRNÖSAND;HÄGGDÅNGERS FÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 80;HÄRNÖSAND;HÄRNÖSANDS DOMKYRKOFÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 80;HÄRNÖSAND;HÖGSJÖ FÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 80;HÄRNÖSAND;STIGSJÖ FÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 80;HÄRNÖSAND;SÄBRÅ FÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 80;HÄRNÖSAND;VIKSJÖ FÖRSAMLING;36.393;34.923;23.34;11.29;0.293;1.47
2025;22 81;SUNDSVALL;ALNÖ FÖRSAMLING;35.463;34.173;22.59;11.29;0.293;1.29
2025;22 81;SUNDSVALL;HOLMS FÖRSAMLING;35.463;34.173;22.59;11.29;0.293;1.29
2025;22 81;SUNDSVALL;INDALS FÖRSAMLING;35.463;34.173;22.59;11.29;0.293;1.29
2025;22 81;SUNDSVALL;LIDENS FÖRSAMLING;35.463;34.173;22.59;11.29;0.293;1.29
2025;22 81;SUNDSVALL;NJURUNDA FÖRSAMLING;35.573;34.173;22.59;11.29;0.293;1.4
2025;22 81;SUNDSVALL;SELÅNGERS FÖRSAMLING;35.573;34.173;22.59;11.29;0.293;1.4
2025;22 81;SUNDSVALL;SKÖNS FÖRSAMLING;35.463;34.173;22.59;11.29;0.293;1.29
2025;22 81;SUNDSVALL;STÖDE FÖRSAMLING;35.573;34.173;22.59;11.29;0.293;1.4
2025;22 81;SUNDSVALL;SUNDSVALLS FÖRSAMLING;35.573;34.173;22.59;11.29;0.293;1.4
2025;22 81;SUNDSVALL;SÄTTNA FÖRSAMLING;35.463;34.173;22.59;11.29;0.293;1.29
2025;22 81;SUNDSVALL;TUNA-ATTMARS FÖRSAMLING;35.573;34.173;22.59;11.29;0.293;1.4
2025;22 82;KRAMFORS;BJÄRTRÅ FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;DALS FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;GUDMUNDRÅ FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;NORA-SKOGS FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;NORDINGRÅ FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;STYRNÄS FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;TORSÅKERS FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;ULLÅNGERS FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;VIBYGGERÅ FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 82;KRAMFORS;YTTERLÄNNÄS FÖRSAMLING;36.323;34.723;23.14;11.29;0.293;1.6
2025;22 83;SOLLEFTEÅ;BOTEÅ FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;EDS FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;GRANINGE FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;HELGUMS FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;JUNSELE FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;LÅNGSELE FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;MULTRÅ-SÅNGA FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;RAMSELE-EDSELE FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;RESELE FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;SOLLEFTEÅ FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;ÅDALS-LIDENS FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 83;SOLLEFTEÅ;ÖVERLÄNNÄS FÖRSAMLING;36.443;34.973;23.39;11.29;0.293;1.47
2025;22 84;ÖRNSKÖLDSVIK;ANUNDSJÖ FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;ARNÄS FÖRSAMLING;35.743;34.293;22.71;11.29;0.293;1.45
2025;22 84;ÖRNSKÖLDSVIK;BJÖRNA FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;DOMSJÖ FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;GIDEÅ-TREHÖRNINGSJÖ FÖRSAMLING;35.743;34.293;22.71;11.29;0.293;1.45
2025;22 84;ÖRNSKÖLDSVIK;GRUNDSUNDA FÖRSAMLING;35.743;34.293;22.71;11.29;0.293;1.45
2025;22 84;ÖRNSKÖLDSVIK;GULLÄNGETS FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;MO FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;NÄTRA FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;SIDENSJÖ FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;SJÄLEVADS FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;SKORPEDS FÖRSAMLING;35.803;34.293;22.71;11.29;0.293;1.51
2025;22 84;ÖRNSKÖLDSVIK;ÖRNSKÖLDSVIKS FÖRSAMLING;35.743;34.293;22.71;11.29;0.293;1.45
2025;23 03;RAGUNDA;BORGVATTNETS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 03;RAGUNDA;FORS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 03;RAGUNDA;RAGUNDA FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 03;RAGUNDA;STUGUNS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 05;BRÄCKE;BRÄCKE-NYHEMS FÖRSAMLING;36.883;35.383;23.39;11.7;0.293;1.5
2025;23 05;BRÄCKE;HÄLLESJÖ-HÅSJÖ FÖRSAMLING;36.883;35.383;23.39;11.7;0.293;1.5
2025;23 05;BRÄCKE;REVSUND, SUNDSJÖ, BODSJÖ FÖRSAMLING;36.883;35.383;23.39;11.7;0.293;1.5
2025;23 09;KROKOM;ALSENS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 09;KROKOM;ASPÅS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 09;KROKOM;FÖLLINGEBYGDENS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 09;KROKOM;NÄSKOTTS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 09;KROKOM;OFFERDALS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 09;KROKOM;RÖDÖNS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 09;KROKOM;ÅS FÖRSAMLING;35.575;34.163;22.17;11.7;0.293;1.412
2025;23 13;STRÖMSUND;BODUMS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 13;STRÖMSUND;FJÄLLSJÖ FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 13;STRÖMSUND;FROSTVIKENS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 13;STRÖMSUND;GÅXSJÖ FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 13;STRÖMSUND;HAMMERDALS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 13;STRÖMSUND;STRÖM-ALANÄS FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 13;STRÖMSUND;TÅSJÖ FÖRSAMLING;36.713;35.213;23.22;11.7;0.293;1.5
2025;23 21;ÅRE;KALLS FÖRSAMLING;35.613;34.213;22.22;11.7;0.293;1.4
2025;23 21;ÅRE;UNDERSÅKERS FÖRSAMLING;35.613;34.213;22.22;11.7;0.293;1.4
2025;23 21;ÅRE;VÄSTRA STORSJÖBYGDENS FÖRSAMLING;35.613;34.213;22.22;11.7;0.293;1.4
2025;23 21;ÅRE;ÅRE FÖRSAMLING;35.613;34.213;22.22;11.7;0.293;1.4
2025;23 26;BERG;BERGS FÖRSAMLING;36.013;34.513;22.52;11.7;0.293;1.5
2025;23 26;BERG;HACKÅS FÖRSAMLING;36.013;34.513;22.52;11.7;0.293;1.5
2025;23 26;BERG;HEDEBYGDENS FÖRSAMLING;36.363;34.513;22.52;11.7;0.293;1.85
2025;23 26;BERG;OVIKEN-MYSSJÖ FÖRSAMLING;36.013;34.513;22.52;11.7;0.293;1.5
2025;23 26;BERG;RÄTAN-KLÖVSJÖ FÖRSAMLING;36.013;34.513;22.52;11.7;0.293;1.5
2025;23 26;BERG;ÅSARNE FÖRSAMLING;36.013;34.513;22.52;11.7;0.293;1.5
2025;23 61;HÄRJEDALEN;HEDEBYGDENS FÖRSAMLING;36.313;34.463;22.47;11.7;0.293;1.85
2025;23 61;HÄRJEDALEN;SVEGSBYGDENS FÖRSAMLING;36.313;34.463;22.47;11.7;0.293;1.85
2025;23 61;HÄRJEDALEN;TÄNNÄS-LJUSNEDALS FÖRSAMLING;36.313;34.463;22.47;11.7;0.293;1.85
2025;23 61;HÄRJEDALEN;YTTERHOGDALS, ÖVERHOGDALS OCH ÄNGERSJÖ FÖRSAMLING;36.313;34.463;22.47;11.7;0.293;1.85
2025;23 80;ÖSTERSUND;BRUNFLO FÖRSAMLING;35.513;34.013;22.02;11.7;0.293;1.5
2025;23 80;ÖSTERSUND;FRÖSÖ, SUNNE OCH NORDERÖ FÖRSAMLING;35.213;34.013;22.02;11.7;0.293;1.2
2025;23 80;ÖSTERSUND;HÄGGENÅS-LIT-KYRKÅS FÖRSAMLING;35.613;34.013;22.02;11.7;0.293;1.6
2025;23 80;ÖSTERSUND;LOCKNE FÖRSAMLING;35.513;34.013;22.02;11.7;0.293;1.5
2025;23 80;ÖSTERSUND;MARIEBY FÖRSAMLING;35.513;34.013;22.02;11.7;0.293;1.5
2025;23 80;ÖSTERSUND;NÄS FÖRSAMLING;35.513;34.013;22.02;11.7;0.293;1.5
2025;23 80;ÖSTERSUND;ÖSTERSUNDS FÖRSAMLING;35.183;34.013;22.02;11.7;0.293;1.17
2025;24 01;NORDMALING;NORDMALINGS FÖRSAMLING;36.093;34.893;23.25;11.35;0.293;1.2
2025;24 03;BJURHOLM;BJURHOLMS FÖRSAMLING;35.803;34.793;23.15;11.35;0.293;1.01
2025;24 04;VINDELN;VINDELNS FÖRSAMLING;36.213;34.993;23.35;11.35;0.293;1.22
2025;24 09;ROBERTSFORS;BYGDEÅ FÖRSAMLING;35.963;34.793;23.15;11.35;0.293;1.17
2025;24 17;NORSJÖ;NORSJÖ FÖRSAMLING;36.093;34.993;23.35;11.35;0.293;1.1
2025;24 18;MALÅ;MALÅ FÖRSAMLING;36.343;34.993;23.35;11.35;0.293;1.35
2025;24 21;STORUMAN;STENSELE FÖRSAMLING;36.043;34.743;23.1;11.35;0.293;1.3
2025;24 21;STORUMAN;TÄRNA FÖRSAMLING;36.193;34.743;23.1;11.35;0.293;1.45
2025;24 22;SORSELE;SORSELE FÖRSAMLING;36.593;35.243;23.6;11.35;0.293;1.35
2025;24 25;DOROTEA;DOROTEA-RISBÄCKS FÖRSAMLING;36.743;35.443;23.8;11.35;0.293;1.3
2025;24 60;VÄNNÄS;VÄNNÄS FÖRSAMLING;36.003;34.993;23.35;11.35;0.293;1.01
2025;24 62;VILHELMINA;VILHELMINA FÖRSAMLING;36.593;35.293;23.65;11.35;0.293;1.3
2025;24 63;ÅSELE;ÅSELE-FREDRIKA FÖRSAMLING;36.543;35.243;23.6;11.35;0.293;1.3
2025;24 80;UMEÅ;HOLMSUNDS FÖRSAMLING;35.563;34.443;22.8;11.35;0.293;1.12
2025;24 80;UMEÅ;HÖRNEFORS FÖRSAMLING;35.593;34.443;22.8;11.35;0.293;1.15
2025;24 80;UMEÅ;SÄVAR-HOLMÖNS FÖRSAMLING;35.658;34.443;22.8;11.35;0.293;1.215
2025;24 80;UMEÅ;TAVELSJÖ FÖRSAMLING;35.453;34.443;22.8;11.35;0.293;1.01
2025;24 80;UMEÅ;TEGS FÖRSAMLING;35.453;34.443;22.8;11.35;0.293;1.01
2025;24 80;UMEÅ;UMEÅ LANDSFÖRSAMLING;35.453;34.443;22.8;11.35;0.293;1.01
2025;24 80;UMEÅ;UMEÅ MARIA FÖRSAMLING;35.453;34.443;22.8;11.35;0.293;1.01
2025;24 80;UMEÅ;UMEÅ STADSFÖRSAMLING;35.453;34.443;22.8;11.35;0.293;1.01
2025;24 80;UMEÅ;ÅLIDHEMS FÖRSAMLING;35.453;34.443;22.8;11.35;0.293;1.01
2025;24 81;LYCKSELE;LYCKSELE FÖRSAMLING;35.993;34.693;23.05;11.35;0.293;1.3
2025;24 82;SKELLEFTEÅ;BUREÅ FÖRSAMLING;35.493;34.243;22.6;11.35;0.293;1.25
2025;24 82;SKELLEFTEÅ;BURTRÄSKS FÖRSAMLING;35.523;34.243;22.6;11.35;0.293;1.28
2025;24 82;SKELLEFTEÅ;BYSKE-FÄLLFORS FÖRSAMLING;35.303;34.243;22.6;11.35;0.293;1.06
2025;24 82;SKELLEFTEÅ;JÖRN-BOLIDENS FÖRSAMLING;35.303;34.243;22.6;11.35;0.293;1.06
2025;24 82;SKELLEFTEÅ;KÅGEDALENS FÖRSAMLING;35.303;34.243;22.6;11.35;0.293;1.06
2025;24 82;SKELLEFTEÅ;LÖVÅNGERS FÖRSAMLING;35.523;34.243;22.6;11.35;0.293;1.28
2025;24 82;SKELLEFTEÅ;SKELLEFTEÅ LANDSFÖRSAMLING;35.303;34.243;22.6;11.35;0.293;1.06
2025;24 82;SKELLEFTEÅ;SKELLEFTEÅ S:T OLOVS FÖRSAMLING;35.303;34.243;22.6;11.35;0.293;1.06
2025;24 82;SKELLEFTEÅ;SKELLEFTEÅ S:T ÖRJANS FÖRSAMLING;35.473;34.243;22.6;11.35;0.293;1.23
2025;25 05;ARVIDSJAUR;ARVIDSJAURS FÖRSAMLING;35.683;34.433;22.8;11.34;0.293;1.25
2025;25 06;ARJEPLOG;ARJEPLOGS FÖRSAMLING;36.383;35.133;23.5;11.34;0.293;1.25
2025;25 10;JOKKMOKK;JOKKMOKKS FÖRSAMLING;35.883;34.583;22.95;11.34;0.293;1.3
2025;25 13;ÖVERKALIX;ÖVERKALIX FÖRSAMLING;35.533;34.433;22.8;11.34;0.293;1.1
2025;25 14;KALIX;KALIX FÖRSAMLING;35.163;34.183;22.55;11.34;0.293;0.98
2025;25 18;ÖVERTORNEÅ;ÖVERTORNEÅ FÖRSAMLING;35.333;34.133;22.5;11.34;0.293;1.2
2025;25 21;PAJALA;PAJALA FÖRSAMLING;36.29;35.033;23.4;11.34;0.293;1.257
2025;25 23;GÄLLIVARE;GÄLLIVARE FÖRSAMLING;35.103;34.183;22.55;11.34;0.293;0.92
2025;25 60;ÄLVSBYN;ÄLVSBY FÖRSAMLING;35.093;34.083;22.45;11.34;0.293;1.01
2025;25 80;LULEÅ;LULEÅ DOMKYRKOFÖRSAMLING;35.103;34.133;22.5;11.34;0.293;0.97
2025;25 80;LULEÅ;NEDERLULEÅ FÖRSAMLING;35.063;34.133;22.5;11.34;0.293;0.93
2025;25 80;LULEÅ;RÅNEÅ FÖRSAMLING;35.353;34.133;22.5;11.34;0.293;1.22
2025;25 81;PITEÅ;HORTLAX FÖRSAMLING;34.953;33.883;22.25;11.34;0.293;1.07
2025;25 81;PITEÅ;NORRFJÄRDENS FÖRSAMLING;34.913;33.883;22.25;11.34;0.293;1.03
2025;25 81;PITEÅ;PITEÅ FÖRSAMLING;34.803;33.883;22.25;11.34;0.293;0.92
2025;25 82;BODEN;EDEFORS FÖRSAMLING;35.183;34.233;22.6;11.34;0.293;0.95
